开始时间,结束时间,粒度,云环境,主机ID,主机名称,主机CPU使用率(%),主机磁盘读IOPS(IO/s),主机磁盘写IOPS(IO/s),主机平均内存使用率(%),物理机入向平均网络利用率(包括主备网卡)(%),物理机出向平均网络利用率(包括主备网卡)(%),主机Hypervisor进程CPU利用率(%),主机Hypervisor内存使用率(%),主机平均磁盘使用率(%),主机磁盘平均读时延(ms),主机磁盘平均写时延(ms)
2022-12-29 17:10:00,2022-12-29 17:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.34,0.02,6.5672,90.587,0.1333,0.0433,1.74,9.69,6.8319,0.0,0.05
2022-12-29 17:05:00,2022-12-29 17:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.51,0.0233,2.6497,90.5876,0.2193,0.0399,1.94,9.61,6.8319,0.29,0.04
2022-12-29 17:00:00,2022-12-29 17:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.21,0.0233,4.6796,90.5877,0.6024,0.0285,1.96,9.79,6.8319,0.0,0.5
2022-12-29 16:55:00,2022-12-29 17:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.03,0.02,2.6872,90.5873,0.7096,0.0278,1.63,9.87,6.8319,0.0,0.06
2022-12-29 16:50:00,2022-12-29 16:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.71,0.0233,2.6331,90.5903,0.7618,0.047,1.73,9.75,6.8319,0.0,0.05
2022-12-29 16:45:00,2022-12-29 16:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.37,0.0233,2.6234,90.5885,0.667,0.0477,1.55,9.72,6.8269,0.14,0.03
2022-12-29 16:40:00,2022-12-29 16:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.45,0.02,5.4938,90.5893,0.5897,0.0264,1.66,9.75,6.8269,0.0,0.05
2022-12-29 16:35:00,2022-12-29 16:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.43,0.0233,3.856,90.5915,0.6597,0.0287,1.81,9.71,6.8269,0.0,0.04
2022-12-29 16:30:00,2022-12-29 16:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.26,0.0233,2.6975,90.5878,0.7189,0.0385,1.6,9.69,6.8269,0.14,0.05
2022-12-29 16:25:00,2022-12-29 16:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.04,0.02,2.676,90.5867,0.9504,0.0274,1.66,9.63,6.8269,0.0,0.03
2022-12-29 16:20:00,2022-12-29 16:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.02,0.0233,2.6266,90.5874,0.3246,0.0758,1.4,9.66,6.8269,0.0,0.04
2022-12-29 16:15:00,2022-12-29 16:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.61,0.0233,2.6271,90.5878,0.0084,0.2169,1.89,9.65,6.8269,0.29,0.05
2022-12-29 16:10:00,2022-12-29 16:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,19.74,0.02,2.4469,90.5903,0.0063,0.3351,2.3,9.79,6.8218,0.0,0.04
2022-12-29 16:05:00,2022-12-29 16:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,19.31,0.0233,8.1967,90.5894,0.0188,0.3339,2.13,9.67,6.8218,0.0,6.02
2022-12-29 16:00:00,2022-12-29 16:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,19.28,0.0233,3.4966,90.5882,0.0313,0.3162,2.1,9.66,6.847,0.14,0.14
2022-12-29 15:55:00,2022-12-29 16:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.36,0.02,2.7867,90.5877,0.011,0.3258,1.72,9.65,6.847,0.17,0.05
2022-12-29 15:50:00,2022-12-29 15:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.41,0.0233,2.9161,90.5883,0.0542,0.3004,1.92,9.73,6.847,0.0,0.37
2022-12-29 15:45:00,2022-12-29 15:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.27,0.0233,2.6201,90.5885,0.0237,0.3145,1.61,9.79,6.8521,0.14,0.05
2022-12-29 15:40:00,2022-12-29 15:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.05,0.02,2.6066,90.5898,0.0763,0.3754,1.9,9.91,6.8521,0.0,0.2
2022-12-29 15:35:00,2022-12-29 15:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.18,0.0233,6.7006,90.5881,0.0894,0.3839,1.82,9.81,6.8521,0.14,0.05
2022-12-29 15:30:00,2022-12-29 15:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,19.11,0.0233,2.8266,90.5905,0.0478,0.3315,1.96,9.89,6.8722,0.0,0.03
2022-12-29 15:25:00,2022-12-29 15:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.96,0.02,2.6601,90.5897,0.0079,0.2921,1.94,9.86,6.8722,0.0,0.03
2022-12-29 15:20:00,2022-12-29 15:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,19.09,0.0233,2.683,90.5894,0.0207,0.2721,2.05,9.93,6.8722,0.0,0.03
2022-12-29 15:15:00,2022-12-29 15:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.72,0.0233,2.837,90.5869,0.0072,0.243,2.17,9.84,6.8722,0.0,0.05
2022-12-29 15:10:00,2022-12-29 15:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.71,0.02,2.5798,90.5897,0.0144,0.2276,1.86,9.92,6.8722,0.17,0.04
2022-12-29 15:05:00,2022-12-29 15:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.55,0.0233,6.6404,90.5892,0.0055,0.2368,1.66,9.86,6.8722,0.0,0.06
2022-12-29 15:00:00,2022-12-29 15:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.5,0.0233,3.3663,90.5913,0.0174,0.2375,1.82,9.91,6.8672,0.0,0.16
2022-12-29 14:55:00,2022-12-29 15:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.66,0.02,2.7467,90.5904,0.0141,0.2311,1.69,9.86,6.8672,0.17,0.04
2022-12-29 14:50:00,2022-12-29 14:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,19.47,0.0233,2.6201,90.589,0.042,0.2425,1.99,9.88,6.8672,0.14,0.04
2022-12-29 14:45:00,2022-12-29 14:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.12,0.0233,2.8034,90.5896,0.0065,0.2269,1.78,9.85,6.8672,0.0,0.03
2022-12-29 14:40:00,2022-12-29 14:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.45,0.02,2.8168,90.5899,0.0112,0.2289,1.99,9.9,6.8672,0.17,0.04
2022-12-29 14:35:00,2022-12-29 14:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.23,0.0233,6.6228,90.5894,0.0174,0.2186,1.91,9.81,6.8672,0.0,0.06
2022-12-29 14:30:00,2022-12-29 14:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.81,0.0233,2.54,90.5891,0.0033,0.2244,1.66,9.83,6.8622,0.14,0.04
2022-12-29 14:25:00,2022-12-29 14:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.45,0.02,2.7036,90.5895,0.0033,0.2213,1.92,9.88,6.8622,0.33,0.03
2022-12-29 14:20:00,2022-12-29 14:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.06,0.0233,2.633,90.5895,0.0026,0.2147,1.87,9.9,6.8622,0.0,0.04
2022-12-29 14:15:00,2022-12-29 14:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.97,0.0233,2.69,90.5883,0.008,0.2352,1.95,9.77,6.8622,0.0,0.04
2022-12-29 14:10:00,2022-12-29 14:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.28,0.02,2.6134,90.5903,0.0037,0.2704,1.72,9.89,6.8622,0.0,0.04
2022-12-29 14:05:00,2022-12-29 14:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.34,0.0233,6.7496,90.5884,0.0052,0.2674,1.66,9.77,6.8622,0.0,0.04
2022-12-29 14:00:00,2022-12-29 14:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.96,0.0233,3.5838,90.5873,0.023,0.288,1.73,9.78,6.8622,0.0,0.2
2022-12-29 13:55:00,2022-12-29 14:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.42,0.02,2.6332,90.5874,0.0064,0.2898,1.79,9.78,6.8571,0.0,0.04
2022-12-29 13:50:00,2022-12-29 13:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.8,0.0233,2.7201,90.5886,0.0043,0.295,1.85,9.8,6.8571,0.14,0.04
2022-12-29 13:45:00,2022-12-29 13:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.45,0.0233,2.7802,90.5877,0.1143,0.2597,2.1,9.77,6.8571,0.0,0.05
2022-12-29 13:40:00,2022-12-29 13:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.59,0.02,2.6435,90.5884,0.01,0.2765,1.84,9.81,6.8571,0.0,0.04
2022-12-29 13:35:00,2022-12-29 13:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.27,0.0233,6.7829,90.5881,0.0065,0.0791,1.59,9.8,6.8571,0.0,0.05
2022-12-29 13:30:00,2022-12-29 13:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.97,0.0233,2.9634,90.5887,0.0486,0.0475,1.96,9.8,6.8571,0.0,0.04
2022-12-29 13:25:00,2022-12-29 13:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.01,0.02,2.6628,90.5885,0.1381,0.313,1.88,9.85,6.8521,0.17,0.04
2022-12-29 13:20:00,2022-12-29 13:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.56,0.0233,2.6667,90.59,0.3283,0.3432,1.81,9.86,6.8521,0.0,0.03
2022-12-29 13:15:00,2022-12-29 13:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.91,0.0233,2.7335,90.5897,0.0337,0.0462,1.8,9.82,6.8521,0.0,0.03
2022-12-29 13:10:00,2022-12-29 13:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.54,0.02,2.8434,90.5906,0.0491,0.0226,1.66,9.87,6.8521,0.0,0.04
2022-12-29 13:05:00,2022-12-29 13:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.89,0.0233,6.816,90.5878,0.0642,0.0403,1.38,9.8,6.8521,0.0,0.07
2022-12-29 13:00:00,2022-12-29 13:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.89,0.0233,3.4298,90.5897,0.0488,0.0281,1.67,9.88,6.8521,0.14,0.12
2022-12-29 12:55:00,2022-12-29 13:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.87,0.02,2.7366,90.5894,0.0657,0.0276,1.45,9.81,6.8521,0.17,0.06
2022-12-29 12:50:00,2022-12-29 12:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,11.48,0.0233,2.5666,90.5875,0.2076,0.2502,1.57,9.77,6.847,0.0,0.04
2022-12-29 12:45:00,2022-12-29 12:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.92,0.0233,2.7701,90.59,0.0095,0.6643,1.89,9.74,6.847,0.14,0.05
2022-12-29 12:40:00,2022-12-29 12:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,8.03,0.02,2.4932,90.5865,0.035,0.0141,1.27,9.77,6.847,0.0,0.02
2022-12-29 12:35:00,2022-12-29 12:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,8.56,0.0233,6.7268,90.5868,0.28,0.0687,1.44,9.73,6.847,0.0,0.05
2022-12-29 12:30:00,2022-12-29 12:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.63,0.0233,2.5635,90.5863,0.1048,0.0313,1.94,9.75,6.847,0.0,0.06
2022-12-29 12:25:00,2022-12-29 12:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,13.98,0.02,2.6233,90.5866,0.02,0.0472,1.99,9.72,6.847,0.0,0.04
2022-12-29 12:20:00,2022-12-29 12:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.32,0.0233,2.5967,90.5874,0.0092,0.0271,2.01,9.82,6.842,0.0,0.04
2022-12-29 12:15:00,2022-12-29 12:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.52,0.0233,2.7699,90.5888,0.2331,0.0395,2.2,9.78,6.842,0.0,0.03
2022-12-29 12:10:00,2022-12-29 12:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.47,0.02,2.4635,90.5891,0.2555,0.0484,2.04,9.77,6.842,0.0,0.04
2022-12-29 12:05:00,2022-12-29 12:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.34,0.0233,6.6862,90.5904,0.1964,0.0512,1.91,9.8,6.842,0.0,0.07
2022-12-29 12:00:00,2022-12-29 12:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.49,0.0233,3.6768,90.5902,0.1609,0.0453,2.09,9.78,6.842,0.0,0.22
2022-12-29 11:55:00,2022-12-29 12:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.83,0.02,2.7032,90.5939,0.1666,0.0441,1.89,9.91,6.842,0.0,0.06
2022-12-29 11:50:00,2022-12-29 11:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.69,0.0233,2.6302,90.5912,0.1309,0.0377,1.84,9.84,6.842,0.0,0.03
2022-12-29 11:45:00,2022-12-29 11:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.68,0.0233,2.7431,90.5892,0.1707,0.0486,1.95,9.77,6.837,0.14,0.04
2022-12-29 11:40:00,2022-12-29 11:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.09,0.02,2.6598,90.5903,0.1993,0.049,1.86,9.83,6.837,0.17,0.05
2022-12-29 11:35:00,2022-12-29 11:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.44,0.0233,6.5841,90.5885,0.1914,0.0331,2.01,9.76,6.837,0.0,0.05
2022-12-29 11:30:00,2022-12-29 11:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.33,0.0233,2.5364,90.591,0.4057,0.0419,1.51,9.84,6.837,0.14,0.04
2022-12-29 11:25:00,2022-12-29 11:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.68,0.02,2.6634,90.5912,0.8519,0.0628,1.67,9.81,6.837,0.17,0.04
2022-12-29 11:20:00,2022-12-29 11:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.53,0.0233,2.6932,90.59,1.0322,0.0541,1.79,9.83,6.837,0.0,0.04
2022-12-29 11:15:00,2022-12-29 11:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.97,0.0233,2.6366,90.5897,0.9021,0.0577,1.71,9.79,6.8319,0.0,0.03
2022-12-29 11:10:00,2022-12-29 11:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.69,0.02,2.7367,90.5863,0.7586,0.0425,1.69,9.67,6.8319,0.17,0.03
2022-12-29 11:05:00,2022-12-29 11:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.15,0.0233,6.8065,90.5885,1.2307,0.0558,1.85,9.72,6.8319,0.14,0.05
2022-12-29 11:00:00,2022-12-29 11:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.04,0.0233,3.5534,90.5867,0.5934,0.0685,1.96,9.67,6.8571,0.0,0.1
2022-12-29 10:55:00,2022-12-29 11:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.36,0.02,6.7965,90.5882,0.9072,0.0895,1.94,9.72,6.8571,0.0,3.32
2022-12-29 10:50:00,2022-12-29 10:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,12.84,0.0233,2.5701,90.5886,0.3567,0.2077,1.82,9.74,6.8622,0.14,0.08
2022-12-29 10:45:00,2022-12-29 10:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.47,0.0233,2.6433,90.588,0.9482,0.0622,1.71,9.72,6.8571,0.0,0.03
2022-12-29 10:40:00,2022-12-29 10:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,14.66,0.02,2.6834,90.5868,0.6653,0.0327,1.49,9.71,6.8571,0.0,0.07
2022-12-29 10:35:00,2022-12-29 10:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,15.28,0.0233,6.7636,90.5877,0.4166,0.0812,1.74,9.78,6.8571,0.0,0.06
2022-12-29 10:30:00,2022-12-29 10:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.79,0.0233,2.7468,90.5916,0.171,0.1919,1.75,9.84,6.8571,0.0,0.03
2022-12-29 10:25:00,2022-12-29 10:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.6,0.02,2.5599,90.591,0.2032,0.1908,1.85,9.78,6.8571,0.0,0.04
2022-12-29 10:20:00,2022-12-29 10:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.26,0.0233,2.6632,90.5908,0.0503,0.2086,1.74,9.86,6.8571,0.0,0.04
2022-12-29 10:15:00,2022-12-29 10:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.9,0.0233,2.8933,90.5904,0.2648,0.1956,1.91,9.69,6.8571,0.0,0.03
2022-12-29 10:10:00,2022-12-29 10:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.46,0.02,2.5933,90.5965,0.3196,0.1982,1.89,9.82,6.8521,0.17,0.07
2022-12-29 10:05:00,2022-12-29 10:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.18,0.0233,6.687,90.5905,0.3157,0.2136,1.99,9.74,6.8521,0.29,0.05
2022-12-29 10:00:00,2022-12-29 10:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.23,0.0233,3.4567,90.5917,0.3656,0.6047,1.8,9.8,6.8521,0.0,0.09
2022-12-29 09:55:00,2022-12-29 10:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.65,0.02,2.5965,90.5923,0.3532,0.6184,1.77,9.82,6.8521,0.17,0.04
2022-12-29 09:50:00,2022-12-29 09:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.43,0.0233,2.6199,90.5905,0.4019,0.296,1.94,9.77,6.8521,0.0,0.06
2022-12-29 09:45:00,2022-12-29 09:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.97,0.0233,2.4936,90.5889,0.4382,0.2,1.96,9.69,6.8521,0.0,0.05
2022-12-29 09:40:00,2022-12-29 09:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.86,0.02,2.6332,90.5892,0.5243,0.208,1.97,9.72,6.847,0.0,0.04
2022-12-29 09:35:00,2022-12-29 09:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.77,0.0233,6.6802,90.5899,0.5066,0.216,1.85,9.71,6.847,0.0,0.05
2022-12-29 09:30:00,2022-12-29 09:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.64,0.0233,2.6333,90.5887,0.2863,0.2091,1.66,9.75,6.847,0.0,0.04
2022-12-29 09:25:00,2022-12-29 09:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.2,0.02,2.6832,90.5877,0.2867,0.2051,1.69,9.7,6.847,0.0,0.03
2022-12-29 09:20:00,2022-12-29 09:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.29,0.0233,2.5233,90.5885,0.3636,0.3567,1.64,9.66,6.847,0.0,0.08
2022-12-29 09:15:00,2022-12-29 09:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,19.27,0.0233,2.6966,90.5917,0.3129,0.8527,2.19,9.7,6.847,0.0,0.03
2022-12-29 09:10:00,2022-12-29 09:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.38,0.02,2.6768,90.5871,0.3837,0.2947,1.95,9.63,6.847,0.0,0.03
2022-12-29 09:05:00,2022-12-29 09:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.46,0.0233,6.6195,90.5908,0.3263,0.2772,1.69,9.73,6.842,0.0,0.06
2022-12-29 09:00:00,2022-12-29 09:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.05,0.0233,3.4802,90.5911,0.652,0.2415,1.99,9.72,6.842,0.0,0.1
2022-12-29 08:55:00,2022-12-29 09:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,23.14,0.02,2.6332,90.5921,0.6681,0.334,2.57,9.75,6.842,0.0,0.04
2022-12-29 08:50:00,2022-12-29 08:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.99,0.0233,2.6868,90.5883,0.7942,0.2605,2.05,9.71,6.842,0.0,0.04
2022-12-29 08:45:00,2022-12-29 08:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.25,0.0233,2.6935,90.5895,0.8186,0.2968,2.05,9.75,6.842,0.14,0.08
2022-12-29 08:40:00,2022-12-29 08:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.16,0.02,2.6499,90.591,0.5385,0.3041,1.8,9.8,6.842,0.0,0.04
2022-12-29 08:35:00,2022-12-29 08:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.27,0.0233,8.1731,90.5909,0.7249,0.3018,2.15,9.76,6.837,0.14,5.25
2022-12-29 08:30:00,2022-12-29 08:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.92,0.0233,2.6566,90.5888,0.7937,0.3465,2.0,9.71,6.8622,0.0,0.07
2022-12-29 08:25:00,2022-12-29 08:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.77,0.02,2.6902,90.5898,0.87,0.3076,2.06,9.72,6.8622,0.0,0.07
2022-12-29 08:20:00,2022-12-29 08:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.41,0.0233,2.7531,90.5892,0.2929,0.2774,2.05,9.7,6.8622,0.14,0.09
2022-12-29 08:15:00,2022-12-29 08:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.84,0.0233,2.6766,90.5882,0.688,0.1443,1.8,9.66,6.8622,0.0,0.04
2022-12-29 08:10:00,2022-12-29 08:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,16.75,0.02,2.6534,90.5966,0.5863,0.1911,1.94,9.73,6.8622,0.0,0.03
2022-12-29 08:05:00,2022-12-29 08:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,17.69,0.0233,6.8464,90.598,0.6769,0.155,1.92,9.75,6.8622,0.0,0.05
2022-12-29 08:00:00,2022-12-29 08:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,18.89,0.0233,3.5266,90.5932,0.8288,0.1484,2.08,9.8,6.8571,0.14,0.13
